company_id,company_name,slug,website,source_primary,source_url,hq_city,hq_state,nyc_presence,yc_batch,batch_year,industry_tags,subindustry,ai_category,estimated_stage,team_size_text,hiring_status,one_liner,all_locations,collected_at,notes
yc-30685,IronLedger.ai,ironledger-ai,https://ironledger.ai,yc_oss_api,https://www.ycombinator.com/companies/ironledger-ai,New York,NY,hq_nyc,Summer 2025,2025,,Real Estate and Construction -> Housing and Real Estate,ai_enabled_vertical_saas,seed,2,hiring,AI-enabled Corporate Cards and Invoice Processing for Real Estate,"New York City, NY, USA",2026-07-08T02:41:54Z,
yc-29245,Kabilah,kabilah,https://www.kabilah.com,yc_oss_api,https://www.ycombinator.com/companies/kabilah,New York,NY,hq_nyc,Winter 2024,2024,Generative AI|Digital Health|Healthcare|AI,Healthcare,health_ai,seed,,hiring,Pioneering Generative AI for Nursing,"New York City, NY, USA",2026-07-08T02:41:54Z,
yc-30056,Keye,keye,https://www.keye.co,yc_oss_api,https://www.ycombinator.com/companies/keye,New York,NY,hq_nyc,Fall 2024,2024,Artificial Intelligence|Finance|Investing|Enterprise Software|AI,Fintech,fintech_ai,seed,3,hiring,The Smartest Private Equity Investor,"New York, NY, USA",2026-07-08T02:41:54Z,
yc-30101,Kilvin,kilvin,https://www.kilvin.ai,yc_oss_api,https://www.ycombinator.com/companies/kilvin,New York,NY,hq_nyc,Fall 2024,2024,Developer Tools|Productivity|Data Engineering|Automation|AI,"B2B -> Engineering, Product and Design",devtools_ai,seed,3,hiring,Custom software for non-technical teams.,"New York, NY, USA",2026-07-08T02:41:54Z,
yc-28218,Kyber,kyber,https://askkyber.com,yc_oss_api,https://www.ycombinator.com/companies/kyber,New York,NY,hq_nyc,Winter 2023,2023,Generative AI|SaaS|Insurance|Enterprise|Regtech,B2B -> Operations,fintech_ai,seed,5,hiring,"Instantly draft, review, and send complex regulatory notices.","New York, NY, USA",2026-07-08T02:41:54Z,
yc-12057,Landed,landed-2,https://www.gotlanded.com,yc_oss_api,https://www.ycombinator.com/companies/landed-2,New York,NY,hq_nyc,Winter 2019,2019,Marketplace|Recruiting,B2B -> Recruiting and Talent,ai_enabled_vertical_saas,seed,50,hiring,Generative AI for frontline worker hiring,"New York City, NY, USA",2026-07-08T02:41:54Z,
yc-2017,Leena AI,leena-ai,https://www.leena.ai,yc_oss_api,https://www.ycombinator.com/companies/leena-ai,New York,NY,hq_nyc,Summer 2018,2018,Artificial Intelligence|Generative AI|Chatbot|Enterprise Software|AI Assistant,B2B,core_ai,series_a_plus,500,hiring,We at Leena AI build a virtual assistant that answers employee's…,"New York City, NY, USA; New Delhi, DL, India",2026-07-08T02:41:54Z,
yc-22906,LiveFlow,liveflow,https://www.liveflow.com,yc_oss_api,https://www.ycombinator.com/companies/liveflow,New York,NY,hq_nyc,Winter 2021,2021,Finance|AI,B2B -> Finance and Accounting,fintech_ai,series_a_plus,51,hiring,The Unified AI-ERP & FP&A Platform,"New York, NY, USA",2026-07-08T02:41:54Z,
yc-30754,Locata,locata,https://www.locatahealth.com/,yc_oss_api,https://www.ycombinator.com/companies/locata,New York,NY,hq_nyc,Summer 2025,2025,,Healthcare -> Healthcare IT,health_ai,seed,4,hiring,AI Referral Automation for Primary Care Clinics,"New York City, NY, USA",2026-07-08T02:41:54Z,
yc-31188,Maywood,maywood,https://maywoodai.com/,yc_oss_api,https://www.ycombinator.com/companies/maywood,New York,NY,hq_nyc,Winter 2026,2026,,Fintech -> Banking and Exchange,fintech_ai,seed,5,hiring,The first finance-compliant proactive AI that runs 24/7,"New York City, NY, USA",2026-07-08T02:41:54Z,
yc-30445,Mbodi AI,mbodi-ai,https://www.mbodi.ai/,yc_oss_api,https://www.ycombinator.com/companies/mbodi-ai,New York,NY,hq_nyc,Spring 2025,2025,Robotics|Automation|AI,Industrials -> Manufacturing and Robotics,ai_enabled_vertical_saas,seed,6,hiring,Industrial Robots that Learn and Operate Like Humans,"New York, NY, USA",2026-07-08T02:41:54Z,
yc-28183,Metal,metal,https://metal.ai/,yc_oss_api,https://www.ycombinator.com/companies/metal,New York,NY,hq_nyc,Winter 2023,2023,Fintech|SaaS|Finance|Investing|AI,B2B -> Finance and Accounting,fintech_ai,seed,17,hiring,The AI context platform for private capital. Everything your firm…,"New York, NY, USA",2026-07-08T02:41:54Z,
yc-30512,MorphoAI,morphoai,https://morpho.ai/,yc_oss_api,https://www.ycombinator.com/companies/morphoai,New York,NY,hq_nyc,Spring 2025,2025,Robotics|Manufacturing|AI,Industrials -> Manufacturing and Robotics,ai_enabled_vertical_saas,seed,7,hiring,Software tool for designing robots and machines ,"New York, NY, USA",2026-07-08T02:41:54Z,
yc-2014,Mutiny,mutiny,https://www.mutinyhq.com,yc_oss_api,https://www.ycombinator.com/companies/mutiny,New York,NY,hq_nyc,Summer 2018,2018,Artificial Intelligence|SaaS|B2B,B2B -> Sales,core_ai,seed,20,hiring,"Your AI agent for creating anything customer-facing, in minutes.","New York, NY, USA",2026-07-08T02:41:54Z,
yc-29853,No Logo,no-logo,https://nologo.com/,yc_oss_api,https://www.ycombinator.com/companies/no-logo,New York,NY,hq_nyc,Summer 2024,2024,Consumer|Manufacturing|E-commerce|Supply Chain|AI,B2B -> Supply Chain and Logistics,ai_enabled_vertical_saas,seed,15,hiring,Turn ideas into physical products,"New York City, NY, USA",2026-07-08T02:41:54Z,
yc-29390,OffDeal,offdeal,https://offdeal.io,yc_oss_api,https://www.ycombinator.com/companies/offdeal,New York,NY,hq_nyc,Winter 2024,2024,Artificial Intelligence|Fintech|B2B|SMB,B2B,fintech_ai,series_a_plus,15,hiring,AI-native investment bank for small businesses,"New York City, NY, USA",2026-07-08T02:41:54Z,
yc-1226,OneChronos,onechronos,https://www.onechronos.com/,yc_oss_api,https://www.ycombinator.com/companies/onechronos,New York,NY,hq_nyc,Summer 2016,2016,Fintech|Marketplace|AI,Fintech -> Banking and Exchange,fintech_ai,series_a_plus,35,hiring,The Smart Market for Institutional Investors,"New York, NY, USA",2026-07-08T02:41:54Z,
yc-27949,Onshore,onshore,https://onshore.com,yc_oss_api,https://www.ycombinator.com/companies/onshore,New York,NY,hq_nyc,Winter 2023,2023,,B2B -> Finance and Accounting,fintech_ai,series_a_plus,60,hiring,AI for corporate tax,"New York, NY, USA",2026-07-08T02:41:54Z,
yc-27901,Orchid,orchid,https://orchid.health,yc_oss_api,https://www.ycombinator.com/companies/orchid,,,nyc_office,Winter 2023,2023,Artificial Intelligence|Mental Health Tech|SaaS|Health Tech|Healthcare,Healthcare,health_ai,seed,4,hiring,AI-powered EHR for independent mental health professionals,"San Francisco, CA, USA; New York, NY, USA",2026-07-08T02:41:54Z,
yc-24727,Output Biosciences,output,https://www.outputbio.com/,yc_oss_api,https://www.ycombinator.com/companies/output,New York,NY,hq_nyc,Summer 2021,2021,AI-powered Drug Discovery|Generative AI|Biotech|AI,Healthcare -> Drug Discovery and Delivery,health_ai,seed,6,hiring,Teaching Generative AI the Language of Biology,"New York, NY, USA",2026-07-08T02:41:54Z,
yc-30641,Overdrive Health,overdrive-health,https://overdrive.health,yc_oss_api,https://www.ycombinator.com/companies/overdrive-health,New York,NY,hq_nyc,Winter 2026,2026,,Healthcare -> Healthcare Services,health_ai,seed,1,hiring,AI-Native Medical Billing Services,"New York City, NY, USA",2026-07-08T02:41:54Z,
yc-29727,Overstand Labs,overstand-labs,https://overstandlabs.com,yc_oss_api,https://www.ycombinator.com/companies/overstand-labs,New York,NY,hq_nyc,Winter 2025,2025,Artificial Intelligence|LegalTech|Data Science|Data Engineering|Conversational AI,B2B -> Analytics,data_infra,seed,4,hiring,Navigate any set of data - no matter how large - in minutes.,"New York City, NY, USA",2026-07-08T02:41:54Z,
yc-26662,Paces,paces,https://paces.com,yc_oss_api,https://www.ycombinator.com/companies/paces,New York,NY,hq_nyc,Summer 2022,2022,Proptech|Climate|Energy|Automation|AI,Industrials -> Climate,core_ai,series_a_plus,50,hiring,Agentic AI for Power Projects and AI Infrastructure,"New York City, NY, USA",2026-07-08T02:41:54Z,
yc-27754,Pair AI,pair-ai,https://www.pairai.com/,yc_oss_api,https://www.ycombinator.com/companies/pair-ai,New York,NY,hq_nyc,Winter 2023,2023,AI-Enhanced Learning|Artificial Intelligence|Marketplace|eLearning|Creator Economy,Consumer,core_ai,seed,2,hiring,Reimagining education with short form video and AI,"New York City, NY, USA",2026-07-08T02:41:54Z,
yc-22861,Pangea.app,pangea-app,https://www.pangea.app,yc_oss_api,https://www.ycombinator.com/companies/pangea-app,New York,NY,hq_nyc,Winter 2021,2021,Marketplace|Recruiting|AI Assistant,B2B -> Recruiting and Talent,ai_enabled_vertical_saas,seed,3,hiring,Hire Fractional Marketing + Design Talent ,"New York, NY, USA; Providence, RI, USA; Remote",2026-07-08T02:41:54Z,
yc-26741,Paragon AI,paragon-ai,https://paragon.ai,yc_oss_api,https://www.ycombinator.com/companies/paragon-ai,New York,NY,hq_nyc,Summer 2022,2022,SaaS|B2B|Productivity|Sales|AI,B2B -> Sales,core_ai,seed,3,hiring,"Turns your sales calls into CRM data, automatically.","New York City, NY, USA; San Juan, San Juan, Puerto Rico; Remote",2026-07-08T02:41:54Z,
yc-26713,Pasito,pasito,https://pasito.ai,yc_oss_api,https://www.ycombinator.com/companies/pasito,New York,NY,hq_nyc,Summer 2022,2022,Health Tech|Insurance|AI,Fintech -> Insurance,health_ai,seed,20,hiring,AI agents for insurance and benefits,"New York, NY, USA; Remote",2026-07-08T02:41:54Z,
yc-22806,Per Diem,per-diem,https://tryperdiem.com,yc_oss_api,https://www.ycombinator.com/companies/per-diem,New York,NY,hq_nyc,Winter 2021,2021,Payments|Consumer|B2B,B2B -> Marketing,fintech_ai,seed,25,hiring,The AI operating system for restaurants,"New York, NY, USA; Remote",2026-07-08T02:41:54Z,
yc-25647,PermitFlow,permitflow,http://www.permitflow.com,yc_oss_api,https://www.ycombinator.com/companies/permitflow,New York,NY,hq_nyc,Winter 2022,2022,GovTech|Construction|Proptech|AI,Real Estate and Construction -> Construction,ai_enabled_vertical_saas,series_a_plus,80,hiring,Construction's AI Platform,"New York, NY, USA",2026-07-08T02:41:54Z,
yc-30465,Photonium,photonium,https://www.photoniumoptics.com/,yc_oss_api,https://www.ycombinator.com/companies/photonium,New York,NY,hq_nyc,Spring 2025,2025,Hard Tech|Hardware|Machine Learning|B2B|Manufacturing,"B2B -> Engineering, Product and Design",ai_enabled_vertical_saas,seed,4,hiring,AI-Powered Optical Consulting & Software,"New York City, NY, USA",2026-07-08T02:41:54Z,
yc-30269,Pluto,pluto,https://www.pluto.trade,yc_oss_api,https://www.ycombinator.com/companies/pluto,New York,NY,hq_nyc,Winter 2025,2025,Artificial Intelligence|FinOps|Fintech|Infrastructure,Fintech -> Banking and Exchange,fintech_ai,seed,5,hiring,Regulated derivatives exchange,"New York City, NY, USA",2026-07-08T02:41:54Z,
yc-29286,PointOne,pointone,https://pointone.com/,yc_oss_api,https://www.ycombinator.com/companies/pointone,New York,NY,hq_nyc,Winter 2024,2024,SaaS|B2B|Legal|AI,B2B -> Infrastructure,devtools_ai,seed,15,hiring,AI Time Platform for Law Firms,"New York, NY, USA",2026-07-08T02:41:54Z,
yc-22878,Popl,popl,https://popl.co/,yc_oss_api,https://www.ycombinator.com/companies/popl,New York,NY,hq_nyc,Winter 2021,2021,Artificial Intelligence|SaaS|B2B|Emerging Markets|AI,B2B,core_ai,seed,60,hiring,Your Complete In-Person GTM Platform,"New York City, NY, USA; Remote",2026-07-08T02:41:54Z,
yc-26012,Postal,postal,https://usepostal.com,yc_oss_api,https://www.ycombinator.com/companies/postal,New York,NY,hq_nyc,Winter 2022,2022,Artificial Intelligence|Compliance|Operations|AI,Fintech -> Insurance,fintech_ai,seed,4,hiring,An AI native virtual address & mailroom for businesses.,"New York, NY, USA",2026-07-08T02:41:54Z,
yc-29607,ProhostAI,prohostai,https://www.prohost.ai/,yc_oss_api,https://www.ycombinator.com/companies/prohostai,New York,NY,hq_nyc,Summer 2024,2024,Artificial Intelligence|SaaS|B2B|Travel|AI Assistant,B2B,core_ai,seed,5,hiring,AI Property Manager for Airbnb & Short-Term Rental Hosts,"New York City, NY, USA",2026-07-08T02:41:54Z,
yc-29398,ProSights,prosights,https://prosights.co/,yc_oss_api,https://www.ycombinator.com/companies/prosights,New York,NY,hq_nyc,Winter 2024,2024,Artificial Intelligence|Fintech|Analytics|Enterprise Software|Investments,B2B -> Operations,fintech_ai,seed,14,hiring,ProSights is a data / AI transformation partner to PE-backed portcos.,"New York, NY, USA",2026-07-08T02:41:54Z,
yc-28821,Prosper,prosper,https://www.getprosper.ai?utm_source=yc&utm_medium=directory&utm_campaign=yc_directory,yc_oss_api,https://www.ycombinator.com/companies/prosper,New York,NY,hq_nyc,Summer 2023,2023,Health Tech|B2B|Healthcare|AI,B2B,health_ai,seed,9,hiring,AI Phone Agents for Healthcare Operations,"New York, NY, USA",2026-07-08T02:41:54Z,
yc-22850,Quadrant Health,quadrant-health,https://quadrant.health,yc_oss_api,https://www.ycombinator.com/companies/quadrant-health,New York,NY,hq_nyc,Winter 2021,2021,SaaS|Healthcare IT|AI,Healthcare -> Healthcare IT,health_ai,seed,8,hiring,Analyzing EHR and messaging data to predict disease before it occurs.,"New York, NY, USA; Remote",2026-07-08T02:41:54Z,
yc-493,RADAR,radar,https://goradar.com,yc_oss_api,https://www.ycombinator.com/companies/radar,New York,NY,hq_nyc,Winter 2013,2013,Retail Tech|AI,B2B -> Retail,ai_enabled_vertical_saas,seed,120,hiring,RADAR is building technology to completely transform the in-store…,"New York, NY, USA",2026-07-08T02:41:54Z,
yc-30426,Ralo,ralo,https://www.ralo.com/,yc_oss_api,https://www.ycombinator.com/companies/ralo,New York,NY,hq_nyc,Spring 2025,2025,Fintech|Consumer Finance|AI,Fintech -> Consumer Finance,fintech_ai,seed,2,hiring,AI-Native Mortgage Broker,"New York City, NY, USA",2026-07-08T02:41:54Z,
yc-30039,Raycaster,raycaster,https://raycaster.ai,yc_oss_api,https://www.ycombinator.com/companies/raycaster,New York,NY,hq_nyc,Fall 2024,2024,Artificial Intelligence|SaaS|Biotech|Enterprise Software,B2B -> Productivity,health_ai,seed,3,hiring,AI for life sciences documents,"New York, NY, USA",2026-07-08T02:41:54Z,
yc-26296,Reality Defender,reality-defender,http://www.realitydefender.com,yc_oss_api,https://www.ycombinator.com/companies/reality-defender,New York,NY,hq_nyc,Winter 2022,2022,Artificial Intelligence|SaaS|Deepfake Detection|Security|Privacy,B2B -> Security,ai_enabled_vertical_saas,series_a_plus,54,hiring,Enterprise Deepfake Detection,"New York, NY, USA",2026-07-08T02:41:54Z,
yc-25272,Redbird,redbird,https://www.redbird.io,yc_oss_api,https://www.ycombinator.com/companies/redbird,New York,NY,hq_nyc,Winter 2022,2022,Analytics,B2B -> Analytics,data_infra,seed,,hiring,AI-powered Analytics Platform,"New York, NY, USA",2026-07-08T02:41:54Z,
yc-29837,RentFlow,rentflow,https://www.therentflow.com,yc_oss_api,https://www.ycombinator.com/companies/rentflow,New York,NY,hq_nyc,Summer 2024,2024,Fintech|Generative AI|SaaS|Payments|Proptech,B2B,fintech_ai,seed,3,hiring,The AI infrastructure for cash-flow-aligned business rent,"New York City, NY, USA",2026-07-08T02:41:54Z,
yc-31189,Revion,revion,https://revion.inc,yc_oss_api,https://www.ycombinator.com/companies/revion,New York,NY,hq_nyc,Winter 2026,2026,Artificial Intelligence|Automotive,B2B,core_ai,seed,10,hiring,Intelligence for Automotive Operations,"New York, NY, USA",2026-07-08T02:41:54Z,
yc-27692,Rollstack,rollstack-2,https://www.rollstack.com,yc_oss_api,https://www.ycombinator.com/companies/rollstack-2,New York,NY,hq_nyc,Winter 2023,2023,Artificial Intelligence|Productivity|Analytics|Data Visualization,B2B -> Analytics,data_infra,series_a_plus,30,hiring,Automate data-driven slide decks and documents with AI,"New York, NY, USA; Remote",2026-07-08T02:41:54Z,
yc-29440,Rove,rove,https://rove.com,yc_oss_api,https://www.ycombinator.com/companies/rove,New York,NY,hq_nyc,Winter 2024,2024,Artificial Intelligence|Fintech|Consumer|Travel,"Consumer -> Travel, Leisure and Tourism",fintech_ai,seed,4,hiring,Travel the world for free.,"New York, NY, USA",2026-07-08T02:41:54Z,
yc-30977,Rovi Health,rovi-health,https://www.rovi.health,yc_oss_api,https://www.ycombinator.com/companies/rovi-health,New York,NY,hq_nyc,Fall 2025,2025,Consumer Health Services|Health Tech|Digital Health|Healthcare|Health Insurance,Healthcare,health_ai,seed,3,hiring,AI healthcare concierge for employees,"New York, NY, USA",2026-07-08T02:41:54Z,
yc-30036,Rulebase,rulebase,https://rulebase.co,yc_oss_api,https://www.ycombinator.com/companies/rulebase,New York,NY,hq_nyc,Fall 2024,2024,Customer Success|Customer Service|Customer Support,B2B -> Operations,ai_enabled_vertical_saas,seed,2,hiring,AI agents for financial services.,"New York City, NY, USA",2026-07-08T02:41:54Z,
yc-30205,Scout,scout-4,https://scoutforschools.com/,yc_oss_api,https://www.ycombinator.com/companies/scout-4,New York,NY,hq_nyc,Winter 2025,2025,Artificial Intelligence|Education|Workflow Automation,Education,ai_enabled_vertical_saas,seed,8,hiring,AI-powered student information system for K-12 schools,"New York, NY, USA",2026-07-08T02:41:54Z,
yc-25969,Shaped,shaped,https://shaped.ai,yc_oss_api,https://www.ycombinator.com/companies/shaped,New York,NY,hq_nyc,Winter 2022,2022,Search|AI|Recommendation System,B2B -> Infrastructure,devtools_ai,series_a_plus,25,hiring,"The real-time retrieval engine for search, feeds, and agents.","New York, NY, USA",2026-07-08T02:41:54Z,
yc-29113,Simbie AI,simbie-ai,http://www.simbie.ai,yc_oss_api,https://www.ycombinator.com/companies/simbie-ai,New York,NY,hq_nyc,Summer 2023,2023,Artificial Intelligence|SaaS|Health Tech,Healthcare,health_ai,seed,5,hiring,We get patients to their next appointment,"New York, NY, USA",2026-07-08T02:41:54Z,
yc-13322,Skypher,skypher,https://skypher.co,yc_oss_api,https://www.ycombinator.com/companies/skypher,New York,NY,hq_nyc,Winter 2020,2020,Artificial Intelligence|Generative AI|Compliance|Cybersecurity|AI Assistant,B2B -> Security,ai_enabled_vertical_saas,seed,12,hiring,AI agent for Compliance Questionnaires Automation,"New York, NY, USA",2026-07-08T02:41:54Z,
yc-28802,Sohar Health,sohar-health,https://www.soharhealth.com,yc_oss_api,https://www.ycombinator.com/companies/sohar-health,New York,NY,hq_nyc,Summer 2023,2023,Artificial Intelligence|Health Tech|Digital Health|API|Data Science,Healthcare -> Healthcare IT,health_ai,series_a_plus,8,hiring,AI-powered insurance verification to boost patient conversion.,"New York, NY, USA; Remote",2026-07-08T02:41:54Z,
yc-28996,Sola,sola,https://www.sola-solutions.com/,yc_oss_api,https://www.ycombinator.com/companies/sola,New York,NY,hq_nyc,Summer 2023,2023,Artificial Intelligence|Robotic Process Automation|Workflow Automation|Automation,B2B,core_ai,series_a_plus,5,hiring,Copilot for Robotic Process Automation,"New York City, NY, USA",2026-07-08T02:41:54Z,
yc-25948,Spade,spade,https://www.spade.com,yc_oss_api,https://www.ycombinator.com/companies/spade,New York,NY,hq_nyc,Winter 2022,2022,Artificial Intelligence|Fintech|Machine Learning|Payments|Data Labeling,Fintech,fintech_ai,seed,30,hiring,Spade is the data and AI platform for modern finance.,"New York City, NY, USA",2026-07-08T02:41:54Z,
yc-29474,Spur,spur,https://www.spurtest.com/,yc_oss_api,https://www.ycombinator.com/companies/spur,New York,NY,hq_nyc,Summer 2024,2024,Developer Tools|B2B|AI,"B2B -> Engineering, Product and Design",devtools_ai,seed,8,hiring,Spur is your AI QA Engineer. Test your websites with natural language.,"New York City, NY, USA",2026-07-08T02:41:54Z,
yc-30845,Structured AI,structured-ai,https://www.getstructured.ai/,yc_oss_api,https://www.ycombinator.com/companies/structured-ai,New York,NY,hq_nyc,Fall 2025,2025,Computer Vision|Construction|Architecture|AI,Real Estate and Construction -> Construction,ai_enabled_vertical_saas,seed,10,hiring,AI workforce for Construction Engineering,"New York City, NY, USA",2026-07-08T02:41:54Z,
yc-1878,Swayable,swayable,http://swayable.com,yc_oss_api,https://www.ycombinator.com/companies/swayable,New York,NY,hq_nyc,Winter 2018,2018,Machine Learning,B2B -> Marketing,core_ai,seed,30,hiring,Swayable predicts consumer opinion and the impact of content,"New York, NY, USA",2026-07-08T02:41:54Z,
yc-28796,Sweetspot,sweetspot,https://www.sweetspot.so/,yc_oss_api,https://www.ycombinator.com/companies/sweetspot,New York,NY,hq_nyc,Summer 2023,2023,,"B2B -> Engineering, Product and Design",ai_enabled_vertical_saas,seed,10,hiring,AI for Government Contracting.,"New York City, NY, USA",2026-07-08T02:41:54Z,
yc-26870,Thera,thera,https://www.getthera.com,yc_oss_api,https://www.ycombinator.com/companies/thera,New York,NY,hq_nyc,Summer 2022,2022,Artificial Intelligence|Fintech|B2B|Payroll|Cryptocurrency,B2B,fintech_ai,seed,15,hiring,AI-Native Finance OS,"New York City, NY, USA",2026-07-08T02:41:54Z,
yc-29689,Tivara,tivara,https://tivara.com,yc_oss_api,https://www.ycombinator.com/companies/tivara,New York,NY,hq_nyc,Summer 2024,2024,Artificial Intelligence|SaaS|B2B|Healthcare,Healthcare,health_ai,seed,2,hiring,The AI workforce for medical groups,"New York City, NY, USA",2026-07-08T02:41:54Z,
yc-22991,Topline Pro,topline-pro,https://www.toplinepro.com,yc_oss_api,https://www.ycombinator.com/companies/topline-pro,New York,NY,hq_nyc,Winter 2021,2021,SaaS,B2B -> Operations,ai_enabled_vertical_saas,seed,28,hiring,Generative AI powered Shopify for home service professionals,"New York, NY, USA; Boston, MA, USA",2026-07-08T02:41:54Z,
yc-29246,Tracecat,tracecat,https://tracecat.com,yc_oss_api,https://www.ycombinator.com/companies/tracecat,New York,NY,hq_nyc,Winter 2024,2024,Artificial Intelligence|Security|Open Source|Enterprise|Automation,B2B -> Security,devtools_ai,seed,,hiring,The open source AI-native security automation platform,"New York City, NY, USA",2026-07-08T02:41:54Z,
yc-30274,Trata,trata,https://www.trytrata.com/,yc_oss_api,https://www.ycombinator.com/companies/trata,New York,NY,hq_nyc,Winter 2025,2025,Artificial Intelligence|Finance|B2B|Community|Investing,B2B -> Finance and Accounting,fintech_ai,seed,6,hiring,AI-powered research desk for hedge funds,"New York, NY, USA",2026-07-08T02:41:54Z,
yc-23539,Triomics,triomics,https://triomics.com/,yc_oss_api,https://www.ycombinator.com/companies/triomics,New York,NY,hq_nyc,Winter 2021,2021,Healthcare|Healthcare IT,Healthcare -> Healthcare Services,health_ai,series_a_plus,50,hiring,AI Agents for Oncology EHRs,"New York, NY, USA",2026-07-08T02:41:54Z,
yc-29257,Tuesday Labs,tuesday-labs,https://www.tuesdaylabs.com,yc_oss_api,https://www.ycombinator.com/companies/tuesday-labs,New York,NY,hq_nyc,Winter 2024,2024,Robotics|Consumer|Gaming|Electronics|AI,Consumer -> Consumer Electronics,core_ai,seed,7,hiring,Delightful robots,"New York, NY, USA",2026-07-08T02:41:54Z,
yc-28329,Type,type,https://type.ai,yc_oss_api,https://www.ycombinator.com/companies/type,New York,NY,hq_nyc,Winter 2023,2023,SaaS|Consumer|Productivity|AI,Consumer,core_ai,seed,4,hiring,AI-native storytelling studio.,"New York City, NY, USA",2026-07-08T02:41:54Z,
yc-29557,Ultra,ultra,https://ultra.tech,yc_oss_api,https://www.ycombinator.com/companies/ultra,New York,NY,hq_nyc,Summer 2024,2024,Robotics|Logistics|AI|Industrial,Industrials -> Manufacturing and Robotics,ai_enabled_vertical_saas,seed,4,hiring,"Practical, general-purpose robots for repetitive industrial tasks","New York, NY, USA",2026-07-08T02:41:54Z,
yc-27051,Unthread,unthread,https://unthread.io,yc_oss_api,https://www.ycombinator.com/companies/unthread,New York,NY,hq_nyc,Summer 2022,2022,Artificial Intelligence|SaaS|B2B|Customer Support,B2B -> Productivity,core_ai,seed,7,hiring,Automate support ops natively in Slack,"New York, NY, USA",2026-07-08T02:41:54Z,
yc-29001,VectorShift,vectorshift,https://www.vectorshift.ai,yc_oss_api,https://www.ycombinator.com/companies/vectorshift,New York,NY,hq_nyc,Summer 2023,2023,Artificial Intelligence|Generative AI|Finance,B2B -> Finance and Accounting,fintech_ai,seed,30,hiring,AI Operating System for Private Market Investors,"New York City, NY, USA",2026-07-08T02:41:54Z,
yc-28366,Vendora,vendora,https://www.vendora.io/,yc_oss_api,https://www.ycombinator.com/companies/vendora,New York,NY,hq_nyc,Winter 2023,2023,Artificial Intelligence|Grocery|Payments|B2B|Retail,B2B -> Retail,fintech_ai,seed,4,hiring,All-in-One Software for the $1T Grocery Industry,"New York City, NY, USA",2026-07-08T02:41:54Z,
yc-1438,Voiceops,voiceops,https://voiceops.com,yc_oss_api,https://www.ycombinator.com/companies/voiceops,New York,NY,hq_nyc,Winter 2017,2017,Artificial Intelligence|Analytics,B2B -> Sales,data_infra,series_a_plus,10,hiring,We help B2C companies learn from every customer interaction,"New York, NY, USA",2026-07-08T02:41:54Z,
yc-31299,Wayco,wayco,https://wayco.ai,yc_oss_api,https://www.ycombinator.com/companies/wayco,New York,NY,hq_nyc,Winter 2026,2026,,B2B -> Infrastructure,devtools_ai,seed,5,hiring,AI operator for medlegal cases,"New York City, NY, USA",2026-07-08T02:41:54Z,
yc-29510,Yarn,yarn-2,https://www.yarn.so,yc_oss_api,https://www.ycombinator.com/companies/yarn-2,New York,NY,hq_nyc,Winter 2024,2024,B2B|Sales|Video|Marketing|AI,B2B,core_ai,seed,6,hiring,Make sales and marketing videos with AI.,"New York, NY, USA",2026-07-08T02:41:54Z,
yc-29790,YouShift,youshift,https://www.you-shift.com/,yc_oss_api,https://www.ycombinator.com/companies/youshift,New York,NY,hq_nyc,Winter 2025,2025,Artificial Intelligence|Health Tech|Healthcare|HR Tech|Operations,B2B -> Human Resources,health_ai,seed,10,hiring,The OS for hospital workforce management,"New York, NY, USA",2026-07-08T02:41:54Z,
